Make,baseModel,Model
chevrolet,silverado,silverado c15 xfe 2wd
chevrolet,silverado,silverado cab chassis 2wd
chevrolet,silverado,silverado cab chassis 4wd
chevrolet,silverado,silverado classic 15 hybrid 2wd
chevrolet,silverado,silverado classic 15 hybrid 4wd
chevrolet,silverado,silverado classic 1500 2wd
chevrolet,silverado,silverado classic 1500 4wd
chevrolet,silverado,silverado ev
chevrolet,silverado,silverado k10 4wd
chevrolet,silverado,silverado k10 4wd trailboss
chevrolet,silverado,silverado k10 cab chassis 4wd
chevrolet,silverado,silverado k15 4wd
chevrolet,silverado,silverado k15 cab chassis 4wd
chevrolet,silverado,silverado ld c15 2wd
chevrolet,silverado,silverado ld k15 4wd
chevrolet,silverado,silverado mud terrain tires 4wd
chevrolet,silverado,silverado ss 1500 awd
chevrolet,sonic,sonic
chevrolet,sonic,sonic 5
chevrolet,sonic,sonic 5 rs
chevrolet,sonic,sonic rs
chevrolet,spark,spark
chevrolet,spark,spark activ
chevrolet,spark,spark ev
chevrolet,spectrum,spectrum
chevrolet,spectrum,spectrum turbo
chevrolet,sport van,g10/20 sport van 2wd
chevrolet,sport van,g30 sport van 2wd
chevrolet,sport van,sport van g10/20 2wd
chevrolet,sport van,sport van g10/20 2wd (passenger)
chevrolet,sport van,sport van g30  2wd
chevrolet,sport van,sport van g30 2wd
chevrolet,sport van,sport van g30 2wd (cargo)
chevrolet,sprint,sprint
chevrolet,sprint,sprint er
chevrolet,sprint,sprint metro
chevrolet,sprint,sprint plus
chevrolet,sprint,turbo sprint
chevrolet,ss,ss
chevrolet,ssr pickup,ssr pickup 2wd
chevrolet,suburban,r10 suburban 2wd
chevrolet,suburban,r1500 suburban 2wd
chevrolet,suburban,suburban 1500 2wd
chevrolet,suburban,suburban 1500 4wd
chevrolet,suburban,suburban 1500 awd
chevrolet,suburban,suburban 2500 2wd
chevrolet,suburban,suburban 2500 4wd
chevrolet,suburban,suburban 2wd
chevrolet,suburban,suburban 4wd
chevrolet,suburban,suburban c10 2wd
chevrolet,suburban,suburban c1500 2wd
chevrolet,suburban,suburban k10 4wd
chevrolet,suburban,suburban k1500 4wd
chevrolet,suburban,suburban v1500 4wd
chevrolet,suburban,v10 (k10) suburban 4wd
chevrolet,suburban,v10 suburban 4wd
chevrolet,t10 (s10) pickup,t10 (s10) pickup 4wd
chevrolet,tahoe,tahoe 1500 2wd
chevrolet,tahoe,tahoe 1500 4wd
chevrolet,tahoe,tahoe 1500 awd
chevrolet,tahoe,tahoe 1500 xfe 2wd
chevrolet,tahoe,tahoe 2wd
chevrolet,tahoe,tahoe 4wd
chevrolet,tahoe,tahoe c10 2wd
chevrolet,tahoe,tahoe c1500 2wd
chevrolet,tahoe,tahoe hybrid 2wd
chevrolet,tahoe,tahoe hybrid 4wd
chevrolet,tahoe,tahoe k10 4wd
chevrolet,tahoe,tahoe k1500 4wd
chevrolet,tracker,tracker 2wd convertible
chevrolet,tracker,tracker 2wd hardtop
chevrolet,tracker,tracker 4wd convertible
chevrolet,tracker,tracker 4wd hardtop
chevrolet,tracker,tracker lt 2wd
chevrolet,tracker,tracker lt 4wd
chevrolet,tracker,tracker zr2 4wd
chevrolet,tracker,tracker zr2 4wd convertible
chevrolet,trailblazer,trailblazer 2wd
chevrolet,trailblazer,trailblazer 4wd
chevrolet,trailblazer,trailblazer awd
chevrolet,trailblazer,trailblazer ext 2wd
chevrolet,trailblazer,trailblazer ext 4wd
chevrolet,trailblazer,trailblazer fwd
chevrolet,traverse,traverse awd
chevrolet,traverse,traverse fwd
chevrolet,traverse,traverse limited awd
chevrolet,traverse,traverse limited fwd
chevrolet,trax,trax
chevrolet,trax,trax awd
chevrolet,trax,trax fwd
chevrolet,uplander,uplander awd
chevrolet,uplander,uplander fwd
chevrolet,v10 (k10) pickup,v10 (k10) pickup 4wd
chevrolet,v20 pickup,v20 pickup 4wd
chevrolet,van 15/25 conversion,van 15/25  2wd conversion
chevrolet,van 15/25 conversion,van 15/25 2wd conversion
chevrolet,van 1500,van 1500 2wd cargo
chevrolet,van 1500,van 1500 2wd conversion cargo
chevrolet,van 1500,van 1500 awd cargo
chevrolet,van 1500,van 1500 awd conversion
chevrolet,van 1500,van 1500 awd conversion cargo
chevrolet,van 1500/2500,van 1500/2500 2wd
chevrolet,van 1500/2500,van 1500/2500 awd
chevrolet,venture,venture 2wd
chevrolet,venture,venture awd
chevrolet,venture,venture fwd
chevrolet,volt,volt
chrysler,200,200
chrysler,200,200 awd
chrysler,200,200 convertible
chrysler,300,300
chrysler,300,300 awd
chrysler,300,300 m
chrysler,300,300c awd
chrysler,300 srt8,300 srt8
chrysler,300 srt8,300/srt-8
chrysler,300 srt8,300c/srt-8
chrysler,aspen,aspen 2wd
chrysler,aspen,aspen 4wd
chrysler,aspen,aspen hev
chrysler,cirrus,cirrus
chrysler,concorde,concorde
chrysler,concorde/lhs,concorde/lhs
chrysler,conquest,conquest
chrysler,crossfire,crossfire
chrysler,crossfire,crossfire coupe
chrysler,crossfire,crossfire roadster
chrysler,e class/new yorker,e class/new yorker
chrysler,executive sedan/limousine,executive sedan/limousine
chrysler,fifth avenue/imperial,fifth avenue/imperial
chrysler,imperial/new yorker fifth avenue,imperial/new yorker fifth avenue
chrysler,jx/jxi/limited convertible,jx/jxi/limited convertible
chrysler,laser,laser
chrysler,laser/daytona,laser/daytona
chrysler,lebaron,lebaron
chrysler,lebaron,lebaron convertible
chrysler,lebaron,lebaron gts
chrysler,lebaron,lebaron landau
chrysler,lhs,lhs
chrysler,limousine,limousine
chrysler,new yorker,new yorker
chrysler,new yorker,new yorker turbo
chrysler,new yorker fifth avenue/imperial,new yorker fifth avenue/imperial
chrysler,new yorker/5th avenue,new yorker/5th avenue
chrysler,new yorker/lhs,new yorker/lhs
chrysler,newport/fifth avenue,newport/fifth avenue
chrysler,pacifica,pacifica
chrysler,pacifica,pacifica 2wd
chrysler,pacifica,pacifica awd
chrysler,pacifica,pacifica fwd
chrysler,pacifica,pacifica hybrid
chrysler,prowler,prowler
chrysler,pt cruiser,pt cruiser
chrysler,pt cruiser,pt cruiser convertible
chrysler,qc car,qc car
chrysler,sebring,sebring
chrysler,sebring,sebring 4 door
chrysler,sebring,sebring awd
chrysler,sebring,sebring convertible
chrysler,tc,tc by
chrysler,tc,tc by convertible
chrysler,tc,tc by maserati
chrysler,town and country,town and country
chrysler,town and country,town and country 2wd
chrysler,town and country,town and country 4wd
chrysler,town and country,town and country awd
chrysler,town and country,town and country wagon
chrysler,town and country/voyager/grand voyager,town and country/voyager/grand voy. 2wd
chrysler,town and country/voyager/grand voyager,town and country/voyager/grand voy. awd
chrysler,voyager,voyager
chrysler,voyager/town and country,voyager/town and country 2wd
citroen,berlingo,berlingo
citroen,c3,c3
citroen,c4,c4
citroen,c5,c5
citroen,dispatch,dispatch
citroen,ds3,ds3
citroen,ds4,ds4
citroen,ds5,ds5
coda automotive,coda,coda
consulier industries inc,consulier gtp,consulier gtp
cx automotive,cx,cx 25 gti
cx automotive,cx,cx 25 prestige
cx automotive,cx,cx 25tri
cx automotive,cxestate,cxestate
cx automotive,xm,xm v6
cx automotive,xm,xm v6 break
cx automotive,xm,xm v6a
dabryan coach builders inc,wb,wb
dacia,coupe,coupe
dacia,sedan,sedan
dacia,station wagon,station wagon
daewoo,kalos,kalos
daewoo,lacetti,lacetti
daewoo,lanos,lanos
daewoo,leganza,leganza
daewoo,magnus,magnus
daewoo,nubira,nubira
daewoo,nubira,nubira station wagon
daewoo,nubira,nubira wagon
daihatsu,charade,charade
daihatsu,charade,charade e
daihatsu,rocky,rocky 4wd
dodge,600,600
dodge,600,600 convertible
dodge,aries,aries
dodge,aries,aries wagon
dodge,avenger,avenger
dodge,avenger,avenger awd
dodge,b150/b250 van,b150/b250 van 2wd
dodge,b150/b250 wagon,b150/b250 wagon 2wd
dodge,b1500 van,b1500 van 2wd
dodge,b1500 wagon,b1500 wagon 2wd
dodge,b1500/b2500 van,b1500/b2500 van 2wd
dodge,b1500/b2500 wagon,b1500/b2500 wagon 2wd
dodge,b2500 van,b2500 van 2wd
dodge,b2500 wagon,b2500 wagon 2wd
dodge,b350 van,b350 van 2wd
dodge,b350 wagon,b350 wagon 2wd
dodge,b3500 van,b3500 van 2wd
dodge,b3500 wagon,b3500 wagon 2wd
dodge,caliber,caliber
dodge,caliber,caliber awd
dodge,caravan c/v/grand caravan,caravan c/v/grand caravan 2wd
dodge,caravan c/v/grand caravan,caravan c/v/grand caravan 4wd
dodge,caravan/grand caravan,caravan/grand caravan 2wd
dodge,caravan/grand caravan,caravan/grand caravan 4wd
dodge,caravan/grand caravan,caravan/grand caravan awd
dodge,caravan/grand caravan,caravan/grand caravan fwd
dodge,caravan/grand caravan/ram van,caravan/grand caravan/ram van 2wd
dodge,caravan/ram van,caravan/ram van 2wd
dodge,challenger,challenger
dodge,challenger,challenger awd
dodge,challenger,challenger gt
dodge,challenger,challenger srt
dodge,challenger,challenger srt demon 170
dodge,challenger,challenger srt widebody
dodge,challenger,challenger srt8
dodge,challenger,challenger widebody
dodge,charger,charger
dodge,charger,charger awd
dodge,charger,charger glh-s
dodge,charger,charger srt
dodge,charger,charger srt widebody
dodge,charger,charger srt8
dodge,charger,charger widebody
dodge,colt,colt
dodge,colt,colt vista
dodge,colt,colt vista 4wd
dodge,colt,colt wagon
dodge,colt,colt wagon 4wd
dodge,conquest,conquest
dodge,csx,csx
dodge,d100/d150 pickup,d100/d150 pickup 2wd
dodge,d250 cab chassis,d250 cab chassis 2wd
dodge,d250 pickup,d250 pickup 2wd
dodge,d250 pickup cab chassis,d250 pickup cab chassis 2wd
dodge,dakota cab chassis,dakota cab chassis 2wd
dodge,dakota pickup,dakota pickup 2wd
dodge,dakota pickup,dakota pickup 4wd
dodge,dart,dart
dodge,dart,dart aero
dodge,dart,dart gt
dodge,daytona,daytona
dodge,diplomat,diplomat
dodge,durango,durango 2wd
dodge,durango,durango 4wd
dodge,durango,durango awd
dodge,durango,durango hev
dodge,durango,durango rwd
dodge,durango,durango srt awd
dodge,dynasty,dynasty
dodge,glh-s,glh-s
dodge,grand caravan,grand caravan
dodge,hornet,hornet awd
dodge,hornet,hornet phev awd
dodge,intrepid,intrepid
dodge,journey,journey
dodge,journey,journey  2wd
dodge,journey,journey  4wd
dodge,journey,journey  awd
dodge,journey,journey awd
dodge,journey,journey fwd
dodge,lancer,lancer
dodge,lancer,lancer convertible
dodge,magnum,magnum
dodge,magnum,magnum 2wd
dodge,magnum,magnum awd
dodge,monaco,monaco
dodge,neon,neon
dodge,neon/srt-4/sx 2.0,neon/srt-4/sx 2.0
dodge,nitro,nitro 2wd
dodge,nitro,nitro 4wd
dodge,omni,omni
dodge,power ram 50 pickup,power ram 50 4wd
dodge,power ram 50 pickup,power ram 50 pickup 4wd
dodge,power ram 50 pickup,power ram50 4wd
dodge,raider,raider
dodge,raider,raider 4wd
dodge,ram 1500 pickup,ram 1500 pickup 2wd
dodge,ram 1500 pickup,ram 1500 pickup 4wd
dodge,ram 2500 pickup,ram 2500 pickup 2wd
dodge,ram 2500 pickup,ram 2500 pickup 4wd
dodge,ram 50 pickup,ram 50 pickup 2wd
dodge,ram van 1500,ram van 1500 2wd
dodge,ram van 2500,ram van 2500 2wd
dodge,ram van 2500,ram van 2500 2wd cng
dodge,ram wagon 1500,ram wagon 1500 2wd
dodge,ram wagon 2500,ram wagon 2500 2wd
dodge,ram wagon 2500,ram wagon 2500 2wd cng
dodge,ramcharger,ad100/ad150 ramcharger 2wd
dodge,ramcharger,aw100/aw150 ramcharger 4wd
dodge,ramcharger,ramcharger 2wd
dodge,ramcharger,ramcharger 4wd
dodge,rampage pickup,rampage pickup 2wd
dodge,shadow,shadow
dodge,shadow,shadow convertible
dodge,spirit,spirit
dodge,stealth,stealth
dodge,stratus,stratus
dodge,stratus,stratus 4 door
dodge,viper,viper
dodge,viper,viper convertible
dodge,viper,viper coupe
dodge,viper,viper srt
dodge,w100/w150 pickup,w100/w150 pickup 4wd
dodge,w250 pickup,w250 pickup 4wd
"e. p. dutton, inc.",funeral coach,funeral coach
eagle,medallion,medallion sedan
eagle,medallion,medallion wagon
eagle,premier,premier
eagle,renault medallion,renault medallion sedan
eagle,renault medallion,renault medallion wagon
eagle,summit,summit
eagle,summit,summit wagon
eagle,talon,talon
eagle,vision,vision
eagle,wagon,wagon 4wd
environmental rsch and devp corp,erd 1,erd 1
evans automobiles,series 1,series 1
evans automobiles,series 1,series i
excalibur autos,phaeton,phaeton
federal coach,24e,24e
federal coach,85j,85j
federal coach,eagle,eagle
federal coach,formal,formal
federal coach,heritage,heritage
federal coach,lincoln 100j,lincoln 100j
federal coach,lincoln 24e,lincoln 24e
federal coach,lincoln 85j,lincoln 85j
federal coach,lincoln eagle/windsor,lincoln eagle/windsor
federal coach,lincoln eaton,lincoln eaton
federal coach,lincoln stratford,lincoln stratford
federal coach,renaissance,renaissance
federal coach,six door,six door
federal coach,windsor,windsor
ferrari,296 gtb,296 gtb
ferrari,296 gtb spider,296 gtb spider
ferrari,3.2 mondial/cabriolet,3.2 mondial/cabriolet
ferrari,308,308
ferrari,328 gts/gtb,328 gts/gtb
ferrari,348 tb/ts,348 tb/ts
ferrari,360 modena/modena f1,360 modena/modena f1
ferrari,360 modena/spider,360 modena/spider
ferrari,360 modena/spider/challenge,360 modena/spider/challenge
ferrari,456 mgt/mga,456 mgt/mga
ferrari,458 italia,458 italia
ferrari,458 italia,458 italia coupe
ferrari,458 italia,458 italia spider
ferrari,458 speciale,458 speciale
ferrari,458 speciale,458 speciale spider
ferrari,458 spider,458 spider
ferrari,488 gtb,488 gtb
ferrari,488 pista,488 pista
ferrari,488 pista spider,488 pista spider
ferrari,488 spider,488 spider
ferrari,550 maranello,550 maranello
ferrari,550 maranello/barchetta,550 maranello/barchetta
ferrari,575,575
ferrari,575 m maranello,575 m maranello
ferrari,575 m maranello and superamerica,575 m maranello and superamerica
ferrari,599 gtb,599 gtb
ferrari,599 gtb fiorano,599 gtb fiorano
ferrari,599 gto,599 gto
ferrari,599 sa aperta,599 sa aperta
ferrari,612 scaglietti,612 scaglietti
ferrari,812 competizione,812 competizione
ferrari,812 competizione,812 competizione a
ferrari,812 gts,812 gts
ferrari,812 superfast,812 superfast
ferrari,california,california
ferrari,california t,california t
ferrari,daytona sp3,daytona sp3
ferrari,enzo ferrari,enzo ferrari
ferrari,f 40,f 40
ferrari,f12,f12
ferrari,f12 berlinetta,f12 berlinetta
ferrari,f12 tdf,f12 tdf
ferrari,f141,f141
ferrari,f175 aha,f175 aha
ferrari,f355/355 f1,f355/355 f1
ferrari,f40,f40
ferrari,f430,f430
ferrari,f60 america,f60 america
ferrari,f8 spider,f8 spider
ferrari,f8 tributo,f8 tributo
ferrari,ferrari 348 tb/ts,ferrari 348 tb/ts
ferrari,ferrari 348 tb/ts/spider,ferrari 348 tb/ts/spider
ferrari,ferrari 456,ferrari 456
ferrari,ferrari 456,ferrari 456 gt
ferrari,ferrari 456,ferrari 456 gt/gta
ferrari,ferrari 512 tr,ferrari 512 tr
ferrari,ferrari 550 maranello,ferrari 550 maranello
ferrari,ferrari f355,ferrari f355
ferrari,ferrari f355 berlinetta/gts,ferrari f355 berlinetta/gts
ferrari,ferrari f355/355 f1,ferrari f355/355 f1
ferrari,ferrari f50,ferrari f50
ferrari,ferrari f512m,ferrari f512m
ferrari,ferrari mondial t/cabriolet,ferrari mondial t/cabriolet
ferrari,ff,ff
ferrari,gtc4lusso,gtc4lusso
ferrari,gtc4lusso,gtc4lusso t
ferrari,laferrari,laferrari aperta
ferrari,laferrari,laferrari hybrid
ferrari,mondial,mondial
ferrari,mondial t/cabriolet,mondial t/cabriolet
ferrari,mondial/cabriolet,mondial/cabriolet
ferrari,monza sp1,monza sp1
ferrari,monza sp2,monza sp2
ferrari,portofino,portofino
ferrari,portofino,portofino m
ferrari,purosangue,purosangue
ferrari,roma,roma
ferrari,roma,roma spider
ferrari,sf90 spider,sf90 spider
ferrari,sf90 stradale,sf90 stradale
ferrari,sf90 stradale coupe,sf90 stradale coupe
ferrari,testarossa,testarossa
fiat,124 spider,124 spider
fiat,500,500
fiat,500,500 abarth
fiat,500,500 cabrio
fiat,500,500 l
fiat,500,500x awd
fiat,500 l,500 l
fiat,500 x,500 x
fiat,500 x,500 x awd
fiat,500e,500e
fiat,500e,500e all season
fisker,karma,karma
fisker,ocean,ocean extreme one
ford,aerostar van,aerostar van
ford,aerostar van,aerostar van awd
ford,aerostar wagon,aerostar wagon
ford,aerostar wagon,aerostar wagon awd
ford,aspire,aspire
ford,bronco,bronco 4wd
ford,bronco,bronco badlands 4wd
ford,bronco,bronco black diamond 4wd
ford,bronco,bronco raptor 4wd
ford,bronco,bronco sasquatch 4wd
ford,bronco ii,bronco ii 2wd
ford,bronco ii,bronco ii 4wd
ford,bronco sport,bronco sport 4wd
ford,c-max,c-max energi plug-in hybrid
ford,c-max,c-max hybrid fwd
ford,contour,contour
ford,courier,courier
ford,courier,courier pickup 2wd
ford,courier,courier pickup 4wd
ford,crown victoria,crown victoria
ford,crown victoria,crown victoria cng
ford,crown victoria,crown victoria ffv
ford,crown victoria,crown victoria police
ford,e150 club wagon,e150 club wagon
ford,e150 club wagon,e150 club wagon 2wd
ford,e150 econoline,e150 econoline 2wd
ford,e150 van,e150 van ffv
ford,e150 wagon,e150 wagon ffv
ford,e250 econoline,e250 econoline 2wd
ford,e250 econoline,e250 econoline 2wd cng
ford,e250 van,e250 cng
ford,e250 van,e250 van ffv
ford,e350 van,e350 van
ford,e350 van,e350 van ffv
ford,e350 wagon,e350 wagon
ford,e350 wagon,e350 wagon ffv
ford,ecosport,ecosport awd
ford,ecosport,ecosport fwd
ford,edge,edge awd
ford,edge,edge fwd
ford,escape,escape 2wd
ford,escape,escape 4wd
ford,escape,escape 4wd ffv
ford,escape,escape awd
ford,escape,escape awd ffv
ford,escape,escape awd hev
ford,escape,escape fwd
ford,escape,escape fwd ffv
ford,escape,escape fwd hev
ford,escape,escape fwd phev
ford,escape,escape hybrid 2wd
ford,escape,escape hybrid 4wd
ford,escape,escape hybrid awd
ford,escape,escape hybrid fwd
ford,escort,escort
ford,escort,escort fs
ford,escort,escort wagon
ford,escort,escort zx2
ford,exp,exp
ford,expedition,expedition 2wd
ford,expedition,expedition 2wd ffv
ford,expedition,expedition 4wd
ford,expedition,expedition 4wd ffv
ford,expedition,expedition el 2wd
ford,expedition,expedition el 4wd
ford,expedition,expedition limo. 2wd ffv
ford,expedition,expedition max 2wd
ford,expedition,expedition max 4wd
ford,expedition,expedition timberline awd
ford,explorer,explorer 2wd
ford,explorer,explorer 2wd ffv
ford,explorer,explorer 4wd
ford,explorer,explorer 4wd ffv
ford,explorer,explorer awd
ford,explorer,explorer awd ffv
ford,explorer,explorer ffv awd
ford,explorer,explorer fwd
ford,explorer,explorer hev awd
ford,explorer,explorer hev rwd
ford,explorer,explorer platinum hev awd
ford,explorer,explorer platinum hev rwd
ford,explorer,explorer rwd
ford,explorer,explorer sport 2wd
ford,explorer,explorer sport 2wd ffv
ford,explorer,explorer sport 4wd
ford,explorer,explorer sport 4wd ffv
ford,explorer,explorer sport trac 2wd
ford,explorer,explorer sport trac 2wd ffv
ford,explorer,explorer sport trac 4wd
ford,explorer,explorer sport trac 4wd ffv
ford,explorer,explorer timberline awd
ford,explorer,explorer usps 2wd
ford,explorer,explorer usps 2wd ffv
ford,explorer,explorer usps 4wd
ford,explorer,explorer usps 4wd ffv
ford,explorer,explorer usps electric
ford,f-150 lightning,f-150 lightning 4wd
ford,f-150 lightning,f-150 lightning 4wd extended range
ford,f-150 lightning,f-150 lightning platinum 4wd
ford,f-150 lightning,f-150 lightning pro 4wd extended range
ford,f150,f150 2.7l 2wd gvwr>6649 lbs
ford,f150,f150 2.7l 2wd gvwr>6649 lbs payload package
ford,f150,f150 2.7l 4wd gvwr>6799 lbs
ford,f150,f150 2.7l 4wd gvwr>6799 lbs payload package
ford,f150,f150 2wd base payload lt tire
ford,f150,f150 2wd ffv base payload lt
ford,f150,f150 2wd ffv base payload lt tire
ford,f150,f150 3.5l 2wd gvwr>7599 lbs
ford,f150,f150 3.5l 2wd gvwr>7599 lbs payload package
ford,f150,f150 3.5l 4wd gvwr>7599 lbs
ford,f150,f150 3.5l 4wd gvwr>7599 lbs payload package
ford,f150,f150 4wd base payload lt tire
ford,f150,f150 4wd ffv base payload lt
ford,f150,f150 4wd ffv base payload lt tire
ford,f150,f150 5.0l 2wd ffv gvwr>7599 lbs
ford,f150,f150 5.0l 2wd ffv gvwr>7599 lbs payload package
ford,f150,f150 5.0l 2wd gvwr>7599 lbs
ford,f150,f150 5.0l 4wd ffv gvwr>7599 lbs
ford,f150,f150 5.0l 4wd ffv gvwr>7599 lbs payload package
ford,f150,f150 5.0l 4wd gvwr>7599 lbs
ford,f150,f150 cng
ford,f150,f150 dual-fuel 2wd (cng)
ford,f150,f150 dual-fuel 2wd (lpg)
ford,f150,f150 dual-fuel 4wd (cng)
ford,f150,f150 dual-fuel 4wd (lpg)
ford,f150,f150 pickup 2wd
ford,f150,f150 pickup 2wd cng
ford,f150,f150 pickup 2wd ffv
ford,f150,f150 pickup 2wd hev
ford,f150,f150 pickup 2wd limited
ford,f150,f150 pickup 4wd
ford,f150,f150 pickup 4wd ffv
ford,f150,f150 pickup 4wd hev
ford,f150,f150 pickup 4wd limited
ford,f150,f150 pickup 4wd xl/xlt
ford,f150,f150 pickup tremor 4wd
ford,f150,f150 pickup tremor 4wd ffv
ford,f150,f150 raptor 37 4wd
ford,f150,f150 raptor 4wd
ford,f150,f150 raptor pickup 4wd
ford,f150,f150 raptor r 4wd
ford,f150,f150 sfe 2wd
ford,f150,f150 stx se 2wd
ford,f150,f150 stx se 2wd ffv
ford,f150,lightning f150 2wd
ford,f150,lightning pickup 2wd
ford,f250,f250
ford,f250,f250 pickup 2wd
ford,f250,f250 pickup 2wd cng
ford,f250,f250 pickup 4wd
ford,f250,f250 pickup cab chassis 2wd
ford,festiva,festiva
ford,fiesta,fiesta
ford,fiesta,fiesta fwd
ford,fiesta,fiesta sfe
ford,fiesta,fiesta sfe fwd
ford,fiesta,fiesta st fwd
ford,five hundred,five hundred awd
ford,five hundred,five hundred fwd
ford,flex,flex awd
ford,flex,flex fwd
ford,focus,focus
ford,focus,focus electric
ford,focus,focus fwd
ford,focus,focus fwd ffv
ford,focus,focus rs awd
ford,focus,focus sfe fwd
ford,focus,focus sfe fwd ffv
ford,focus,focus st fwd
ford,focus,focus station wagon
ford,freestar,freestar cargo van fwd
ford,freestar,freestar wagon fwd
ford,freestyle,freestyle awd
ford,freestyle,freestyle fwd
ford,fusion,fusion
ford,fusion,fusion awd
ford,fusion,fusion awd ffv
ford,fusion,fusion energi plug-in hybrid
ford,fusion,fusion fwd
ford,fusion,fusion fwd ffv
ford,fusion,fusion hybrid fwd
ford,fusion,fusion hybrid taxi
ford,fusion,fusion s fwd
ford,fusion,fusion special service phev
ford,fusion,fusion special service vehicle phev
ford,gt,gt
ford,gt,gt 2wd
ford,laser,laser
ford,ltd,ltd
ford,ltd,ltd wagon
ford,ltd crown victoria,ltd crown victoria
ford,ltd crown victoria,ltd crown victoria wagon
ford,ltd crown victoria/country squire wagon,ltd crown victoria/country squire wagon
ford,maverick,maverick awd
ford,maverick,maverick fwd
ford,maverick,maverick hev fwd
ford,maverick,maverick tremor awd
ford,mustang,mustang
ford,mustang,mustang bullitt
ford,mustang,mustang convertible
ford,mustang,mustang dark horse
ford,mustang,mustang ho convertible
ford,mustang,mustang ho coupe
ford,mustang,mustang mach 1
ford,mustang,mustang performance package
ford,mustang,shelby gt350 mustang
ford,mustang,shelby gt500 mustang
ford,mustang mach-e,mustang mach-e awd
ford,mustang mach-e,mustang mach-e awd extended
ford,mustang mach-e,mustang mach-e cal rt 1 er awd
ford,mustang mach-e,mustang mach-e cal rt 1 er rwd
ford,mustang mach-e,mustang mach-e gt
ford,mustang mach-e,mustang mach-e gt performance
ford,mustang mach-e,mustang mach-e rally
ford,mustang mach-e,mustang mach-e rwd
ford,mustang mach-e,mustang mach-e rwd california route 1
ford,mustang mach-e,mustang mach-e rwd extended
ford,mustang mach-e,mustang mach-e rwd lfp
ford,postal vehicle,postal vehicle
ford,probe,probe
ford,ranger,ranger 2wd
ford,ranger,ranger 2wd ffv
ford,ranger,ranger 2wd incomplete
ford,ranger,ranger 4wd
ford,ranger,ranger 4wd ffv
ford,ranger,ranger pickup 2wd
ford,ranger,ranger pickup 4wd
ford,ranger,ranger pickup cab chassis
ford,ranger,ranger pickup cab chassis 2wd
ford,ranger,ranger raptor 4wd
ford,ranger,ranger tremor 4wd
ford,taurus,taurus
ford,taurus,taurus awd
ford,taurus,taurus awd ffv
ford,taurus,taurus ffv
ford,taurus,taurus fwd
ford,taurus,taurus fwd ffv
ford,taurus,taurus sho
ford,taurus,taurus wagon
ford,taurus,taurus wagon 3.0 a/c
ford,taurus,taurus wagon ffv
ford,taurus,taurus wagon v6 a/c
ford,taurus,taurus x awd
ford,taurus,taurus x fwd
ford,tempo,tempo
ford,tempo,tempo awd
ford,tempo,tempo fs
ford,th!nk,th!nk
ford,thunderbird,thunderbird
ford,transit connect,transit connect
ford,transit connect,transit connect usps
ford,transit connect,transit connect van
ford,transit connect,transit connect van 2wd
ford,transit connect,transit connect van ffv
ford,transit connect,transit connect van fwd
ford,transit connect,transit connect wagon ffv
ford,transit connect,transit connect wagon fwd
ford,transit connect,transit connect wagon lwb ffv
ford,transit connect,transit connect wagon lwb fwd
ford,transit t150 wagon,transit t150 wagon
ford,transit t150 wagon,transit t150 wagon 2wd ffv
ford,transit t150 wagon,transit t150 wagon 4wd ffv
ford,transit t150 wagon,transit t150 wagon ffv
ford,windstar,windstar fwd cargo van
ford,windstar,windstar fwd van
ford,windstar,windstar fwd wagon
general motors,coachbuilder wagon,coachbuilder wagon
genesis,g70,g70 awd
genesis,g70,g70 rwd
genesis,g80,electrified g80
genesis,g80,g80 awd
genesis,g80,g80 rwd
genesis,g90,g90 awd
genesis,g90,g90 mhev
genesis,g90,g90 rwd
genesis,gv60,gv60 advance
genesis,gv60,gv60 advanced (19 inch wheels)
genesis,gv60,gv60 advanced (20 inch wheels)
genesis,gv60,gv60 performance
genesis,gv60,gv60 standard
genesis,gv70,electrified gv70
genesis,gv70,gv70 awd
genesis,gv80,gv80 awd
genesis,gv80,gv80 rwd
geo,metro,metro
geo,metro,metro lsi
geo,metro,metro lsi convertible
geo,metro,metro xfi
geo,prizm,prizm
geo,spectrum,spectrum
geo,storm,storm
geo,tracker,tracker 4wd
geo,tracker,tracker convertible 2wd
geo,tracker,tracker convertible 4wd
geo,tracker,tracker convertible 4x4
geo,tracker,tracker hardtop 4wd
geo,tracker,tracker van 2wd
geo,tracker,tracker van 4wd
geo,tracker,tracker van 4x4
gmc,acadia,acadia awd
gmc,acadia,acadia fwd
gmc,acadia,acadia limited awd
gmc,acadia,acadia limited fwd
gmc,c2500 sierra,c2500 sierra 2wd
gmc,caballero pickup,caballero pickup 2wd
gmc,canyon,canyon 2wd
gmc,canyon,canyon 4wd
gmc,canyon,canyon at4x 4wd
gmc,canyon,canyon at4x aev 4wd
gmc,canyon,canyon cab chassis 2wd
gmc,canyon,canyon cab chassis inc 2wd
gmc,canyon,canyon cab chassis inc 4wd
gmc,canyon,canyon crew cab 2wd
gmc,canyon,canyon crew cab 4wd
gmc,canyon,canyon mud terrain tires 4wd
gmc,envoy,envoy 2wd
gmc,envoy,envoy 4wd
gmc,envoy,envoy xl 2wd
gmc,envoy,envoy xl 4wd
gmc,envoy,envoy xuv 2wd
gmc,envoy,envoy xuv 4wd
gmc,ev1,ev1
gmc,hummer ev,hummer ev pickup
